tag	root	morphophonemics	features	is_compound
JJ	abuk	~	~	FALSE
JJ	aç	~	~	FALSE
JJ	acayip	~	~	FALSE
JJ	acele	~	~	FALSE
JJ	acil	~	~	FALSE
JJ	acı	~	~	FALSE
JJ	açık	~	~	FALSE
JJ	açıkgöz	~	~	FALSE
JJ	açıkkalpli	~	~	FALSE
JJ	adamakıllı	~	~	FALSE
JJ	adil	~	~	FALSE
JJ	adilane	~	~	FALSE
JJ	ağır	~	~	FALSE
JJ	agresif	~	~	FALSE
JJ	ağrık	~	~	FALSE
JJ	aheste	~	~	FALSE
JJ	ahlakdışı	~	~	FALSE
JJ	ahmak	~	~	FALSE
JJ	ak	~	~	FALSE
JJ	akıldışı	~	~	FALSE
JJ	aksak	~	~	FALSE
JJ	aksi	~	~	FALSE
JJ	al	~	~	FALSE
JJ	alçak	~	~	FALSE
JJ	alçakgönüllü	~	~	FALSE
JJ	alelacayip	~	~	FALSE
JJ	alfabetik	~	~	FALSE
JJ	alıngan	~	~	FALSE
JJ	amiyane	~	~	FALSE
JJ	ani	~	~	FALSE
JJ	anif	~	~	FALSE
JJ	anlışanlı	~	~	FALSE
JJ	anonim	~	~	FALSE
JJ	anormal	~	~	FALSE
JJ	anuyumlu	~	~	FALSE
JJ	apak	~	+[Emphasis=True]	FALSE
JJ	apaşikar	~	+[Emphasis=True]	FALSE
JJ	apayrı	~	+[Emphasis=True]	FALSE
JJ	aşırı	~	~	FALSE
JJ	atik	~	~	FALSE
JJ	ayık	~	~	FALSE
JJ	aynı	~	~	FALSE
JJ	ayrı	~	~	FALSE
JJ	ayyaş	~	~	FALSE
JJ	bambaşka	~	+[Emphasis=True]	FALSE
JJ	basbayağı	~	+[Emphasis=True]	FALSE
JJ	basit	~	~	FALSE
JJ	basmakalıp	~	~	FALSE
JJ	baştansavma	~	~	FALSE
JJ	battal	~	~	FALSE
JJ	bayağı	~	~	FALSE
JJ	baygın	~	~	FALSE
JJ	baylan	~	~	FALSE
JJ	bed	~	~	FALSE
JJ	bedava	~	~	FALSE
JJ	bembeyaz	~	+[Emphasis=True]	FALSE
JJ	besbelli	~	+[Emphasis=True]	FALSE
JJ	besbeter	~	+[Emphasis=True]	FALSE
JJ	beter	~	~	FALSE
JJ	beyaz	~	~	FALSE
JJ	bol	~	~	FALSE
JJ	bombok	~	+[Emphasis=True]	FALSE
JJ	bomboş	~	+[Emphasis=True]	FALSE
JJ	bön	~	~	FALSE
JJ	boş	~	~	FALSE
JJ	boz	~	~	FALSE
JJ	bütün	~	~	FALSE
JJ	büyük	~	~	FALSE
JJ	candan	~	~	FALSE
JJ	capcanlı	~	+[Emphasis=True]	FALSE
JJ	çarpık	~	~	FALSE
JJ	cesur	~	~	FALSE
JJ	çevik	~	~	FALSE
JJ	ciddi	~	~	FALSE
JJ	çirkin	~	~	FALSE
JJ	çırçıplak	~	+[Emphasis=True]	FALSE
JJ	çırılçıplak	~	+[Emphasis=True]	FALSE
JJ	cıvık	~	~	FALSE
JJ	dalgın	~	~	FALSE
JJ	dapdar	~	+[Emphasis=True]	FALSE
JJ	dapdaracık	~	+[Emphasis=True]	FALSE
JJ	dar	~	~	FALSE
JJ	dasdaracık	~	+[Emphasis=True]	FALSE
JJ	değişik	~	~	FALSE
