tag	root	morphophonemics	features	is_compound
NN	a	~	~	FALSE
NN	ab	~	~	FALSE
NN	aba	~	~	FALSE
NN	abadî	~	~	FALSE
NN	abajur	~	~	FALSE
NN	abaküs	~	~	FALSE
NN	abandone	~	~	FALSE
NN	abanî	~	~	FALSE
NN	abanoz	~	~	FALSE
NN	abartı	~	~	FALSE
NN	abdest	~	~	FALSE
NN	abdestbozan	~	~	FALSE
NN	abdesthane	~	~	FALSE
NN	abdiâciz	~	~	FALSE
NN	abdülleziz	~	~	FALSE
NN	abece	~	~	FALSE
NN	aberasyon	~	~	FALSE
NN	abi	~	~	FALSE
NN	abide	~	~	FALSE
NN	abis	~	~	FALSE
NN	abıhayat	~	~	FALSE
NN	abıkevser	~	~	FALSE
NN	abla	~	~	FALSE
NN	ablasyon	~	~	FALSE
NN	ablatif	~	~	FALSE
NN	ablatya	~	~	FALSE
NN	abli	~	~	FALSE
NN	abluka	~	~	FALSE
NN	abone	~	~	FALSE
NN	abonman	~	~	FALSE
NN	aborda	~	~	FALSE
NN	abosa	~	~	FALSE
NN	abra	~	~	FALSE
NN	absorbe	~	~	FALSE
NN	abstraksiyon	~	~	FALSE
NN	abuhava	~	~	FALSE
NN	abuli	~	~	FALSE
NN	açacak	~	~	FALSE
NN	açalya	~	~	FALSE
NN	açan	~	~	FALSE
NN	açar	~	~	FALSE
NN	accelerando	~	~	FALSE
NN	açelya	~	~	FALSE
NN	acem	~	~	FALSE
NN	acemaşiran	~	~	FALSE
NN	acemborusu	acemboru	~	TRUE
NN	acembuselik	~	~	FALSE
NN	acemi	~	~	FALSE
NN	acemkürdî	~	~	FALSE
NN	acenta	~	~	FALSE
NN	acente	~	~	FALSE
NN	aceze	~	~	FALSE
NN	acibe	~	~	FALSE
NN	aciliyet	~	~	FALSE
NN	açı	~	~	FALSE
NN	acıbadem	~	~	FALSE
NN	acıbakla	~	~	FALSE
NN	acıbalık	~	~	FALSE
NN	acıelma	~	~	FALSE
NN	açıkağız	~	~	FALSE
NN	acıkara	~	~	FALSE
NN	açıkhava	~	~	FALSE
NN	açıklıkölçer	~	~	FALSE
NN	açıköğretim	~	~	FALSE
NN	açıkoturum	~	~	FALSE
NN	açıksözlü	~	~	FALSE
NN	açıkyürekli	~	~	FALSE
NN	açılım	~	~	FALSE
NN	açım	~	~	FALSE
NN	acımık	~	~	FALSE
NN	açınım	~	~	FALSE
NN	açıölçer	~	~	FALSE
NN	açıortay	~	~	FALSE
NN	acırga	~	~	FALSE
NN	açıt	~	~	FALSE
NN	açkı	~	~	FALSE
NN	açma	~	~	FALSE
NN	açmaz	~	~	FALSE
NN	acube	~	~	FALSE
NN	acun	~	~	FALSE
NN	acur	~	~	FALSE
NN	acuze	~	~	FALSE
NN	acyo	~	~	FALSE
NN	acz	~	~	FALSE
NN	ad	~	~	FALSE
NN	ada	~	~	FALSE
NN	adabımuaşeret	~	~	FALSE
NN	adaçayı	adaçay	~	TRUE
NN	adacyo	~	~	FALSE
NN	adak	~	~	FALSE
NN	adale	~	~	FALSE
NN	adalet	~	~	FALSE
NN	adam	~	~	FALSE
NN	adamkökü	adamköK	~	TRUE
NN	adamotu	adamot	~	TRUE
NN	adap	adap~	~	FALSE
NN	adaptasyon	~	~	FALSE
NN	adapte	~	~	FALSE
NN	adaptör	~	~	FALSE
NN	adaş	~	~	FALSE
NN	adasoğanı	adasoğan	~	TRUE
NN	adatavşanı	adatavşan	~	TRUE
NN	adavet	~	~	FALSE
NN	aday	~	~	FALSE
NN	adayavrusu	adayavru	~	TRUE
NN	adbilim	~	~	FALSE
NN	adçekme	~	~	FALSE
NN	adedimürettep	adedimürettep~	~	FALSE
NN	âdem	~	~	FALSE
NN	âdemelması	âdemelma	~	TRUE
NN	âdemimerkeziyet	~	~	FALSE
NN	âdemiyet	~	~	FALSE
NN	âdemoğlu	âdemoğu?l	~	TRUE
NN	âdemotu	âdemot	~	TRUE
NN	adenin	~	~	FALSE
NN	adenit	~	~	FALSE
NN	adenokarsinom	~	~	FALSE
NN	adenom	~	~	FALSE
NN	adenozin	~	~	FALSE
NN	adese	~	~	FALSE
NN	adet	adet~	~	FALSE
NN	âdet	~	~	FALSE
NN	adetimürettep	adetimürettep~	~	FALSE
NN	adisyon	~	~	FALSE
NN	adıl	~	~	FALSE
NN	adım	~	~	FALSE
NN	adımölçer	~	~	FALSE
NN	adımsayar	~	~	FALSE
NN	adliye	~	~	FALSE
NN	adrenalin	~	~	FALSE
NN	adres	~	~	FALSE
NN	adsorpsiyon	~	~	FALSE
NN	adu	~	~	FALSE
NN	aeroloji	~	~	FALSE
NN	aerosol	aeros%l	~	FALSE
NN	af	af"	~	FALSE
NN	afak	afaK	~	FALSE
NN	afakan	~	~	FALSE
NN	afat	~	~	FALSE
NN	afazi	~	~	FALSE
NN	aferin	~	~	FALSE
NN	aferist	~	~	FALSE
NN	afet	~	~	FALSE
NN	afetzede	~	~	FALSE
NN	affettuoso	~	~	FALSE
NN	afi	~	~	FALSE
NN	afif	~	~	FALSE
NN	afife	~	~	FALSE
NN	afis	~	~	FALSE
NN	afiş	~	~	FALSE
NN	afişe	~	~	FALSE
NN	afiyet	~	~	FALSE
NN	afoni	~	~	FALSE
NN	aforizm	~	~	FALSE
NN	aforizma	~	~	FALSE
NN	aforoz	~	~	FALSE
NN	afra	~	~	FALSE
NN	afrodizyak	~	~	FALSE
NN	afsun	~	~	FALSE
NN	aft	~	~	FALSE
NN	aftos	~	~	FALSE
NN	afur	~	~	FALSE
NN	afyon	~	~	FALSE
NN	Ag	~	~	FALSE
NN	ağ	~	~	FALSE
NN	ağa	~	~	FALSE
NN	ağababa	~	~	FALSE
NN	ağabey	~	~	FALSE
NN	ağaç	~	~	FALSE
NN	ağaççileği	ağaççilek	~	FALSE
NN	ağaçdelen	~	~	FALSE
NN	ağaçkakan	~	~	FALSE
NN	ağaçkavunu	ağaçkavun	~	FALSE
NN	ağaçkesen	~	~	FALSE
NN	agami	~	~	FALSE
NN	aganta	~	~	FALSE
NN	agaragar	~	~	FALSE
NN	ağartı	~	~	FALSE
NN	ağbenek	~	~	FALSE
NN	ağda	~	~	FALSE
NN	agel	~	~	FALSE
NN	ağı	~	~	FALSE
NN	ağıl	~	~	FALSE
NN	ağım	~	~	FALSE
NN	ağırayak	~	~	FALSE
NN	ağırşak	~	~	FALSE
NN	ağırsıklet	~	~	FALSE
NN	ağırsu	ağırsu^	~	FALSE
NN	ağıt	ağıt~	~	FALSE
NN	ağız	ağı?z	~	FALSE
